StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q6_1;Q7_1;ADVANTAGES;DISADVANTAGES;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q10_6;Q10_7;Q10_8;Q10_9;Q11_1;Q11_2;Q11_3;Q11_4;Q11_5;Q11_6;Q11_7;Q11_8;Q11_9;Q11_10;USE1;USE2;USE3;Q13_1;Q13_2;Q13_3;WB1;WB2;WB3;INTENTION1;INTENTION2;Q16;Q17;Q18
6/06/20 0:19;6/06/20 0:25;0;93.23.19.23;100;343;1;6/06/20 0:25;R_29hbiMKE3hSk55u;;;;;43,29510498;5,38609314;anonymous;EN;6;5;Moins cher qu'un vrai coach j'imagine, plutôt impressionnant comme niveau de detail;Nécessite beaucoup d'appareils connectés et de partager p'ein d'informations personnelles ;4;5;3;1;1;2;1;1;1;7;7;7;7;6;3;1;1;1;1;5;5;5;4;4;5;3;5;5;58;78;2;24;1
6/06/20 1:19;6/06/20 1:25;0;79.86.41.154;100;373;1;6/06/20 1:25;R_3LiKhLTY6MsSDNg;;;;;48,29780579;-1,515396118;anonymous;EN;4;5;Une assistance qui permet de nous guider le long du processus et une motivation ;L'exploitation des données personnelles et le fait d'être surveillé sur les actions que l'on mène;5;5;3;1;2;5;2;2;2;5;5;5;5;3;4;1;4;3;1;5;5;4;3;2;3;4;3;3;41;51;1;18;1
6/06/20 1:34;6/06/20 1:38;0;77.146.197.237;100;236;1;6/06/20 1:38;R_3HB9v3UH42lcc4c;;;;;43,74150085;1,367599487;anonymous;EN;5;4;Suivi régulier qui permet d'évaluer sa progression et ses performances ;Avoir une vision uniquement statistique et se décourager si pas de résultats visibles ;6;6;5;1;1;5;1;2;1;6;6;6;6;6;2;1;1;1;3;5;4;4;3;3;4;2;2;2;37;36;2;27;1
6/06/20 1:33;6/06/20 1:42;0;46.193.67.87;100;500;1;6/06/20 1:42;R_3eKwn6PosZwP36F;;;;;43,604599;1,445098877;anonymous;EN;4;5;It keeps à good track. It helps to improve on our weakness. ;Sometimes when you want to have cheat day, it might be a forcing /annoying thing. ;6;6;1;1;1;1;1;1;1;5;5;5;5;5;4;4;4;4;4;6;6;6;6;6;6;4;6;6;70;81;2;26;1
6/06/20 2:15;6/06/20 2:21;0;176.165.137.8;100;362;1;6/06/20 2:21;R_1gthrQWk9psSS5T;;;;;43,46670532;1,350006104;anonymous;EN;7;4;Cette application pourrait permettre de resté.e motivé.e grâce aux données qu'elle analyse et l'évolution suivie par exemple. ;À l'inverse, elle pourrait paraître un peu intrusive à cause de toutes les données enregistrées.;5;5;2;1;2;4;3;3;1;5;6;6;6;6;3;3;3;3;1;5;4;4;4;3;5;3;4;4;30;30;1;22;1
6/06/20 2:13;6/06/20 2:22;0;93.23.17.155;100;511;1;6/06/20 2:22;R_2y7UyE5sTzizdgP;;;;;43,28320313;5,371795654;anonymous;EN;4;3;Elle peut permettre d'avoir un mode de vie sain sans forcément avoir à tout connaître de la nutrition et tout garder en tête;"Le commun des mortels ne possède pas une montre, un frigo, et une balance connectés...Faire les choses c'est bien, comprendre pourquoi c'est mieux aussi";1;5;1;1;1;3;1;1;1;7;7;7;7;7;5;2;2;2;1;3;3;3;4;4;4;4;4;4;1;1;2;25;1
6/06/20 2:14;6/06/20 2:24;0;77.141.161.134;100;596;1;6/06/20 2:24;R_6DsnhCy2xzDyNa1;;;;;43,604599;1,445098877;anonymous;EN;6;3;Les données sont plutôt bien exploiter les graphiques sont plutôt lisible et détaillée;"Peux rebuter si l'on est novice le trop d'info et bien pour quelqu'un cherchant a perfectionner ca pratique. Pour les personnes qui n'ont pas l'habitude de faire du sport ça peut etre un désavantage.De plus l'utilisation de tout les objets connectés est obligatoire ?? (Choix bizarre";7;7;2;1;4;4;1;1;1;7;7;7;7;7;2;1;1;1;1;5;6;5;4;2;4;5;5;3;13;6;1;22;1
6/06/20 2:53;6/06/20 3:05;0;176.158.10.153;100;731;1;6/06/20 3:05;R_3fDxwbj6FlyIZkU;;;;;43,604599;1,445098877;anonymous;EN;7;7;Pour voir de les progrès et avoir un avis d'un professionnel.;Je trouve pas d'inconvénient, c'est un moyen technologique et scientifique avec suivis personnel.;7;6;3;1;2;3;1;4;2;5;5;5;6;6;5;2;2;2;2;5;5;5;4;4;5;5;5;4;70;70;1;27;1
6/06/20 3:42;6/06/20 3:57;0;92.184.110.114;100;883;1;6/06/20 3:57;R_1H1scXD1aJVf7u0;;;;;43,604599;1,445098877;anonymous;EN;4;2;Aperçu rapide de plusieurs indicateurs. Informations claires/lisibles. ;La seule chose négative qui peut ressortir (selon moi), est de réduire le corps à une série de données, ce qui peut entraîner certaines personnes à focus sur des chiffres plutôt que le corps en lui même.;1;6;1;1;1;1;1;1;1;7;7;7;7;1;1;1;1;1;1;4;5;4;3;4;5;3;5;4;20;19;2;28;1
6/06/20 5:55;6/06/20 6:03;0;176.180.94.8;100;493;1;6/06/20 6:03;R_2QtRwHOuyjtGqRQ;;;;;44,84120178;-0,580596924;anonymous;EN;1;1;S’encourager à faire du sport                                         M;Le virtuel tue l’amo Propre du sport                                   M;4;4;4;2;1;4;2;1;1;4;4;4;4;4;4;1;1;1;1;6;4;5;2;4;4;4;4;2;19;51;2;24;1
6/06/20 6:57;6/06/20 7:01;0;176.180.90.62;100;220;1;6/06/20 7:01;R_3GdjLv1oPmRafjj;;;;;44,84120178;-0,580596924;anonymous;EN;7;1;Suivi personnalisé et très proche de l'utilisateur;Aucun anonymat, beaucoup de données générées qui peuvent être exploitées;1;1;1;1;1;1;1;1;1;7;7;7;7;7;1;1;1;1;1;1;1;4;1;7;4;3;1;1;0;0;2;19;1
6/06/20 7:31;6/06/20 7:35;0;86.201.172.169;100;257;1;6/06/20 7:35;R_2X4IXhiybdsLcnp;;;;;42,95950317;1,611999512;anonymous;EN;5;2;"Un côté interactif, personnel, et plus ""humain"" qu'une simple appli";Dépend de l'utilisateur, mais barrière de l'intelligence artificielle;7;7;7;3;1;5;4;4;1;7;7;7;7;7;4;1;1;1;1;4;4;4;5;5;4;3;4;3;30;60;1;21;1
6/06/20 8:01;6/06/20 8:07;0;37.165.192.177;100;397;1;6/06/20 8:07;R_1ffOtd8HemkH6ij;;;;;48,85820007;2,338699341;anonymous;EN;7;1;D'avoir un suivi régulièrement et cela permet ne pas perdre la motivation ;Robot à la place d'un humain, réponses pré-enregistrées ;4;4;3;2;1;1;1;3;1;4;4;4;4;4;2;1;1;1;1;5;4;4;3;3;3;1;4;4;14;20;1;21;1
6/06/20 8:36;6/06/20 8:39;0;77.205.46.109;100;201;1;6/06/20 8:39;R_el0BvT4AP58r86l;;;;;44,84120178;-0,580596924;anonymous;EN;6;3;L’application permet de suivre son poids de manière attentive et surtout de manière détaillée.;Cela reste un robot, malgré la personnalisation pour des questions plus précises il ne saura pas forcément nous répondre.;5;7;1;1;3;1;1;1;1;7;7;7;7;7;3;1;1;1;3;5;6;5;4;5;5;6;5;5;66;77;1;20;2
6/06/20 9:03;6/06/20 9:06;0;93.4.16.193;100;190;1;6/06/20 9:06;R_3QXf83APBIyECl2;;;;;43,604599;1,445098877;anonymous;EN;7;5;"Précision et personnalisation Suivi quotidien Facile ";"Se sentir espionné et jugé constamment Pression du poids ";6;6;6;1;1;6;3;5;1;6;6;6;6;6;1;1;1;1;5;3;5;5;5;5;4;2;1;2;43;43;1;23;2
6/06/20 9:14;6/06/20 9:21;0;82.66.112.123;100;376;1;6/06/20 9:21;R_3oMlHBAgOgYSoIM;;;;;43,604599;1,445098877;anonymous;EN;6;2;Bonne précision, utile pour les sportifs de hauts niveaux. Mais peut être moins pour les sportifs du dimanche;Ça a l'air plutôt coûteux s'il faut avoir tous les équipements connectés;5;7;4;3;4;6;4;3;2;6;6;6;6;6;6;4;4;5;5;5;5;4;5;5;5;5;3;3;30;30;2;26;1
6/06/20 9:12;6/06/20 9:21;0;37.171.251.80;100;502;1;6/06/20 9:21;R_vqLKRP0OoGDhbaN;;;;;48,85820007;2,338699341;anonymous;EN;1;2;La possibilité de pouvoir parler à un vrai coach et pas de se retrouver avec un programme pas du tout personnalisé ;L’application est trop intrusive dans la vie privée des utilisateurs, elle devrait avant toute chose demandé l’autorisation pour les accès aux divers appareils possédés par l’utilisateur et aussi l’autorisation de transmettre les données récoltées au coach.;5;7;7;1;3;1;1;1;1;7;7;7;7;6;5;1;1;1;1;4;4;2;1;1;3;3;2;2;0;0;2;23;1
6/06/20 9:15;6/06/20 9:21;0;92.184.110.154;100;339;1;6/06/20 9:21;R_31yjo1oTDKsnUXT;;;;;43,604599;1,445098877;anonymous;EN;5;4;C'est un suivi très détaillé pour les gens qui veulent être rigoureux ;"Il connaît peut-être trop d'information personnel.Il faut voir comment elles sont utiliser par la suite";5;5;5;2;2;5;2;2;2;5;6;6;6;6;2;2;2;2;2;5;5;5;4;4;5;4;4;4;49;47;2;24;1
6/06/20 9:14;6/06/20 9:21;0;90.76.254.215;100;419;1;6/06/20 9:21;R_3mmgQE2fxNPrcSV;;;;;43,604599;1,445098877;anonymous;EN;2;3;"Décryptage des données par un expertHistorique d'information qui permet de voir l'évolution ";"Les objets connectés font 80% du boulotPas très humains, aucun échange réel avec le coach";5;5;2;1;1;2;1;1;1;7;7;7;7;7;4;3;2;1;1;4;5;3;4;4;4;3;2;2;10;10;2;25;1
6/06/20 9:14;6/06/20 9:21;0;93.23.106.158;100;468;1;6/06/20 9:21;R_SOBHlT66KzJS6Bz;;;;;48,85820007;2,338699341;anonymous;EN;7;2;"Suivi personnalisé qui s'adapte aux indicateurs d'évolution personnels de l'utilisateur.Permet d'avoir un suivi régulier et donc une motivation pour atteindre ses objectifs";L'utilisation des données personnelles, à voir le rythme de notifications reçues (peut être trop), perdre la côté humain / social;7;7;6;1;5;5;5;3;2;7;7;7;7;7;5;4;2;3;6;5;5;5;4;5;5;5;5;4;40;60;1;21;1
6/06/20 9:15;6/06/20 9:23;0;91.68.60.51;100;463;1;6/06/20 9:23;R_3G2Fx0H8hE2L0rZ;;;;;43,604599;1,445098877;anonymous;EN;2;1;Rapide, pas besoin de se déplacer ni de trop réfléchir ;Pas de contact direct, pas de suivit, on peut pas adapter un exercice ou une séance à la personne précisément.;5;5;4;1;3;4;1;3;1;5;5;5;5;5;1;1;1;1;2;5;5;4;4;3;4;1;4;2;37;16;1;24;1
6/06/20 9:20;6/06/20 9:24;0;37.166.47.133;100;226;1;6/06/20 9:24;R_29nccWLMOT99hyt;;;;;48,85820007;2,338699341;anonymous;EN;6;5;On a suivi personnalisé rapidement a tout heure de la journée;Le manque de contact humain bien que l'IA fasse humaine;7;6;6;4;1;2;1;1;1;7;7;7;7;7;2;2;2;2;1;5;5;5;4;3;3;4;4;4;71;58;1;22;1
6/06/20 9:42;6/06/20 9:48;0;85.170.215.134;100;349;1;6/06/20 9:48;R_3rYrK3yNpPwedmK;;;;;43,604599;1,445098877;anonymous;EN;5;5;Ça peut permettre aux individus de mieux comprendre l'alimentation pour perdre du poids. ;Tout dépend de comment les données alimentaires sont entrées dans l'app... ;3;5;5;1;1;3;1;1;1;7;7;7;7;7;5;2;1;1;1;5;5;5;4;1;6;5;4;4;87;88;2;29;1
6/06/20 9:44;6/06/20 9:53;0;37.167.80.2;100;508;1;6/06/20 9:53;R_x5CPlhBL7eV3IEp;;;;;48,85820007;2,338699341;anonymous;EN;4;3;"Elle permet d'avoir les données claires pour se fixer des objectifsElle détaille l'évolution de l'alimentation et comment elle à changé depuis une période précédente";"La nécessité d'enregistrer chaque repas, cela demande une certaine mentalité La nécessité d'avoir plusieurs équipement pour enregistrer les données ";6;6;6;4;3;5;3;4;3;6;6;6;6;6;4;4;4;3;2;5;5;5;4;4;5;3;3;4;11;20;2;26;1
6/06/20 9:48;6/06/20 9:55;0;93.23.249.72;100;418;1;6/06/20 9:55;R_3HOolwK7Qj6lTYN;;;;;48,85820007;2,338699341;anonymous;EN;6;4;Plus besoin de se prendre la tête et se renseigner pendant des heures sur internet pour savoir ce dont on a besoin pour notre corps. ;Le fait de faire confiance à une intelligence artificielle, c'est l'avenir certe mais ça fait flipper! ;6;7;6;1;2;5;1;1;1;6;6;6;6;6;3;1;1;1;3;5;5;5;4;4;5;3;4;2;40;60;2;22;1
6/06/20 9:45;6/06/20 10:01;0;92.184.110.140;100;987;1;6/06/20 10:01;R_2QyQqgRwzHNaF4Z;;;;;43,604599;1,445098877;anonymous;EN;7;7;A partir du moment où l’on accepte de partager ses données personnelles l’application paraît intéressante puisque celle-ci traite des informations précise sur soit qui permettront au coach de faire un suivi personnalisé et précis et j’imagine à moindre coût comparait à un coach individuel ;Le manque du contact humain, si la personne n’est pas trop motivé, la coach sera pas là pour pousser comme il pourrait le faire en présenciel. Elle requière bcp de matériel connecté;5;5;5;2;1;1;1;2;1;7;7;7;7;4;1;1;1;1;1;5;5;5;4;4;5;1;1;1;2;2;1;21;1
6/06/20 10:01;6/06/20 10:06;0;176.145.81.98;100;338;1;6/06/20 10:06;R_OdTEtcuP7jCmcYF;;;;;44,84120178;-0,580596924;anonymous;EN;7;5;"Simplicité et facilité d'utilisation Compatibilité avec les équipements  ";"L'accès aux données personnellesLa difficulté de parler ""normalement"" à une IA";2;3;2;1;1;1;1;1;1;6;6;6;6;6;1;1;1;1;1;4;4;5;4;4;5;4;5;5;50;50;2;31;1
6/06/20 10:11;6/06/20 10:19;0;93.23.16.235;100;481;1;6/06/20 10:19;R_3JpX40hMAVaq1Vk;;;;;48,85820007;2,338699341;anonymous;EN;5;4;La prise en compte de nos objectifs personnels par l'application ;Un certain manque de personnalisation à mon goût au niveau des besoins;5;5;4;1;1;4;1;5;1;6;6;6;6;6;1;1;1;1;1;4;4;5;4;5;4;4;4;4;40;50;2;27;1
6/06/20 10:10;6/06/20 10:26;0;92.184.108.158;100;960;1;6/06/20 10:26;R_2f3dIyohStFMyvk;;;;;43,604599;1,445098877;anonymous;EN;3;3;Visualisation d'informations en temps réel avec suivi de la progression;La collecte de ces données entraîne une perte de vie privée;3;5;3;1;2;5;1;1;1;5;5;5;5;5;3;1;1;1;2;3;3;3;2;2;5;3;3;3;36;25;2;26;1
6/06/20 10:08;6/06/20 10:37;0;78.253.189.112;100;1720;1;6/06/20 10:37;R_2q3qjghihxiUIgY;;;;;43,66130066;2,35369873;anonymous;EN;4;3;Les avantages d'utiliser les services de coaching en ligne, permet non seulement un économie financier, mais aussi une plus grande liberté d'action. En effet, certaines personnes ne sente pas bien dans leurs peaux, et de ce faite ce refuseraient a y rentré pour les clichés, du style mec baraqué ou fille svelte etc... Ou par peur du jugement, pas chez eux. ;En revanche, leur utilisation est bien trop limité. Contrairement au salle de sport nous nous souvent dans l'incapacité de faire certaines activités par manque de matériels. Le rapport humain a humain n'étant pas présent, il peut arriver que certains jours la motivation n'y est pas.;7;7;4;2;7;4;4;4;4;7;7;7;7;7;6;6;2;2;1;4;4;6;5;5;3;6;4;4;77;67;3;28;1
6/06/20 10:35;6/06/20 10:38;0;92.184.110.109;100;187;1;6/06/20 10:38;R_3hrMlTlbj5NhnyN;;;;;43,604599;1,445098877;anonymous;EN;5;6;Ggggcgggvvggvvvggvvvvvhhvvvbbbbbnjjnbbbjjbbbbbbuhggggvbjjjbbjj’nbggffedgtthjujn’kk’nbhhvv;Hhhnn’k’bgg UK.  J. Je. Rdv job GBC. Bon. Hhgvcfgjjb. JB vhhnn. Jkk’ik fffddcb jkk’b. Bubble v;5;5;5;1;1;2;2;5;1;6;6;6;6;6;3;2;2;2;1;5;5;5;6;5;5;5;6;6;44;40;2;25;1
6/06/20 10:35;6/06/20 10:39;0;93.23.198.118;100;243;1;6/06/20 10:39;R_1QiSVLqZArZiKm1;;;;;43,29510498;5,38609314;anonymous;EN;5;4;Elles sont souvent simple d'utilisation et on peut faire du sport quand on le souhaite. Elles ont aussi l'avantage de motiver les personnes avec le système de notifications;Premièrement, je dirai le manque de contact humain qui peut être lassant au fil du temps. Ensuite, je dirai l'aspect répétitif de l'application et de son interface;5;5;4;3;4;5;4;4;1;5;6;6;5;6;4;4;4;2;1;5;4;5;5;5;5;4;4;4;75;66;1;22;1
6/06/20 10:39;6/06/20 11:15;0;93.23.198.217;100;2167;1;6/06/20 11:15;R_3QKsNfGbwQuBrxO;;;;;43,29510498;5,38609314;anonymous;EN;4;4;Motivation et prendre soin de soi soi-même. Etre accompagné pour pouvoir se sentir mieux.;Moins de contact humain, la relation se dematerialise. Il faudra l'associer avec des coachs de salle de sport pour assurer un suivi autre qur l'application ;6;6;4;1;1;4;1;1;1;5;5;5;5;5;2;2;2;2;2;3;3;3;3;3;3;3;3;3;50;53;2;23;1
6/06/20 11:13;6/06/20 11:16;0;90.76.151.118;100;172;1;6/06/20 11:16;R_2OHhTyNvwoVOBZU;;;;;43,604599;1,445098877;anonymous;EN;6;5;Le coach en application permet d’être disponible n’importe quand, de proposer des conseils en fonction de notre évolution et notre activité ;Ça ne remplacera jamais un vrai coach qui s’adapte intégralement à notre évolution et propose un conseil personnalisé et adapté à nos besoins et envies;7;7;7;1;1;5;1;1;1;7;7;7;7;7;1;1;1;1;1;4;5;5;5;5;6;6;6;6;100;80;2;24;1
6/06/20 11:13;6/06/20 11:19;0;37.167.255.99;100;332;1;6/06/20 11:19;R_2iaPhxMAp7XQoHT;;;;;48,85820007;2,338699341;anonymous;EN;3;5;"Nous avons un suivi de nos performances ainsi que des séance qui sont faites.Ça permet de progresser s'améliorer et connaître ses limites ";L'inconvénient ce sont les donnés dont à besoin l'application, on ne sait pas où elles vont et ce qui en est faites;6;6;4;1;1;5;1;5;1;6;6;6;6;6;5;3;2;2;2;5;5;5;5;5;5;4;4;4;80;65;2;24;1
6/06/20 12:03;6/06/20 12:07;0;94.238.119.168;100;263;1;6/06/20 12:07;R_1jdeUeRWcAfcXZD;;;;;43,604599;1,445098877;anonymous;EN;3;1;Ces applications permettent de donner une motivation supplémentaire à des personnes (comme moi) qui ont tendance à laisser tomber et se lasser aisément. ;Elles ne permettent pas de corriger des mouvements précis ou même d'adapter réellement un entraînement. La personnalisation est trop faible me semble-t-il. ;4;6;3;1;1;5;4;3;1;7;7;7;7;7;3;3;3;2;4;5;5;4;4;3;3;2;5;5;31;51;1;21;1
6/06/20 15:01;6/06/20 15:13;0;46.193.67.194;100;716;1;6/06/20 15:13;R_3h57TE8XnhTeg04;;;;;45,7480011;4,850006104;anonymous;EN;5;6;"Ne pas avoir a developper son propre regime alimentaire et sportSupport moral de la part du coach";"La presence physique du coach est irremplaçableRisque de se sentir surveillé.e";6;2;2;1;1;1;1;1;1;6;6;6;6;6;6;2;2;2;6;5;6;5;4;4;5;5;5;4;70;62;1;19;2
6/06/20 17:05;6/06/20 17:17;0;92.139.82.117;100;696;1;6/06/20 17:17;R_3k4JBtmfxlSrgpR;;;;;48,38769531;-4,483901978;anonymous;EN;5;1;"Permet d'avoir un entraînement plutôt personnalisé selon les performances de chacun et les objectifs demandés au fur et a mesure !Permet de trouver une régularité dans l'entrainement!";"Même si l'entraînement essayé d'être personnalisé ,il y a quand même des limites dans le fait de pouvoir adapter les exercices, voire même de vouloir varier au niveau des sports, cantonné a un seul type d'exercice";1;7;1;1;1;7;1;1;1;7;7;7;5;4;7;1;1;1;1;4;5;4;4;4;5;4;4;4;50;50;1;22;1
6/06/20 17:29;6/06/20 17:36;0;176.142.142.215;100;406;1;6/06/20 17:36;R_1F4x7tOhEagnitH;;;;;43,69380188;1,434402466;anonymous;EN;7;4;"Tout est bien résumé les graphiques sont biens parlants et peuvent aider à savoir ce qu il faut améliorer";Il ne faudrait pas se contenter des résultats et des suggestions afin de ne pas devenir accro ! ;5;5;4;1;1;4;1;1;1;7;7;7;7;7;4;1;1;1;1;4;4;5;5;5;5;5;5;1;51;54;2;50;2
6/06/20 17:34;6/06/20 17:42;0;77.205.47.243;100;507;1;6/06/20 17:42;R_2Eh3nLq4J7Qgukd;;;;;48,85820007;2,338699341;anonymous;EN;5;5;Plus simple d'utilisation, plus pratique, moins cher, un gain de temps ;Peu de personnalisation, pas de contact direct humain, pas d'apports de conseils si les données ne sont pas bonnes ;7;7;5;1;1;1;1;1;1;7;7;7;7;7;1;1;1;1;1;6;6;7;5;7;5;5;5;5;60;60;2;25;2
6/06/20 17:42;6/06/20 17:48;0;93.23.104.49;100;361;1;6/06/20 17:48;R_3ipWKakoHn5gQwJ;;;;;48,85820007;2,338699341;anonymous;EN;5;3;Cette application permet d'avoir un suivi complet des activités et de la composition du corps ;Utiliser cette application demande beaucoup de données personnelles, je crains toujours que ces données soient utilisées à de mauvaise fins;6;6;2;2;2;2;2;2;2;6;6;5;5;5;2;2;2;2;2;5;3;4;3;3;3;3;3;3;30;29;1;23;1
6/06/20 17:31;6/06/20 17:49;0;176.139.153.225;100;1104;1;6/06/20 17:49;R_ALOlXqKoTynjLKV;;;;;47,18139648;-1,549697876;anonymous;EN;7;5;Un programme adapté à ses attentes et avoir un meilleur suivi sur son évolution personnelle. ;Intrusion dans la vie privée? H24 stalker par l'application?;4;4;2;1;1;3;1;1;1;6;6;6;6;5;4;2;1;1;1;5;5;4;3;4;5;5;4;4;50;55;2;22;1
6/06/20 19:31;6/06/20 19:42;0;85.14.159.112;100;700;1;6/06/20 19:42;R_1Fkro58q9gDJTAd;;;;;47,36019897;3,675201416;anonymous;EN;7;5;"Suivi personnalisé selon ces habitudes alimentaires, sa condition physique...Rappel pour l'hydratationTout est géré par l'application, suivi poids, course, recette selon nos besoins";Intrusion dans la vie privée des personnes, données personnelles. ;2;7;1;1;1;5;1;1;1;7;7;7;7;7;1;1;1;1;1;7;6;7;4;4;5;5;6;5;60;60;2;23;2
6/06/20 21:53;6/06/20 21:59;0;93.23.198.205;100;325;1;6/06/20 21:59;R_3qgPNwDL7sTivFN;;;;;43,29510498;5,38609314;anonymous;EN;1;2;Ça permet de se rendre compte des données qui sont récoltées par les divers appareils connectés et de les exploiter;Trop intrusif, on a l'impression que les données collectées par les appareils connectés sont public;7;7;4;1;1;6;1;2;1;7;7;2;7;5;2;1;1;1;1;3;5;2;3;4;5;3;5;2;18;8;1;23;1
5/06/20 18:42;6/06/20 22:11;0;80.215.92.192;100;98944;1;6/06/20 22:11;R_XiFVg5FtBEwfSOR;;;;;48,85429382;2,352706909;anonymous;EN;7;1;Le chatbot est disponible 24/7 pour répondre aux questions et les données sont traitées en temps réel sans délai.;Je suis inquiète de la confidentialité de mes données et que les réponses ne sont pas toujours cohérentes. Les IA me font peur.;7;7;3;1;1;2;2;2;1;7;7;3;7;7;3;2;1;1;1;4;4;1;4;3;5;2;3;1;0;0;1;23;2
6/06/20 23:07;6/06/20 23:11;0;92.184.108.140;100;274;1;6/06/20 23:11;R_0PPKlNxorAGwH7P;;;;;43,604599;1,445098877;anonymous;EN;4;5;"Détenir l’information avoir des objectifs individualisés ";"Être pisté en permanence Ne pas y arriver et se décourager ";2;6;5;2;1;2;1;2;1;5;5;5;5;5;2;2;2;1;2;5;5;5;4;5;5;5;5;5;50;55;2;32;2
7/06/20 9:33;7/06/20 9:42;0;92.184.108.169;100;506;1;7/06/20 9:42;R_1jPvuNnZDssLG5Q;;;;;43,604599;1,445098877;anonymous;EN;4;5;Cela peut être motivant, si challenge et succès a atteindre. ;C est virtuel qd même, toujours etre sur le portable deshumanise la notion de coach ;4;5;2;2;1;1;1;1;1;5;5;5;5;5;1;1;1;1;1;5;5;5;4;4;4;4;4;4;30;20;2;53;2
7/06/20 10:05;7/06/20 10:12;0;93.23.106.144;100;410;1;7/06/20 10:12;R_3GiD9ZdyeaozGAa;;;;;48,85820007;2,338699341;anonymous;EN;7;5;"Regarder l'évolution de son activité sportiveVérifier son état de santé ";Le chat oat ne peut pas répondre à des questions poussées sur la nutrition par exemple ;7;7;5;1;5;6;2;5;2;5;3;3;1;6;1;1;1;2;1;5;4;6;6;5;7;5;6;6;51;82;2;22;2
7/06/20 13:09;7/06/20 13:14;0;90.55.41.26;100;248;1;7/06/20 13:14;R_1n2PZ80ksiyTLvf;;;;;43,19929504;1,010604858;anonymous;EN;3;1;La Disponibilité et c’est pas cher. Je ne vois pas d’autres avantages ;Moins d’échange humains.... l’avenir de la société est en jeu. Un emploie de moins pour une personne physique ;3;5;3;1;1;2;1;1;1;7;7;7;7;7;3;1;1;1;1;5;5;3;4;3;4;2;2;1;50;19;2;23;1
6/06/20 20:38;7/06/20 13:41;0;93.22.150.49;100;61365;1;7/06/20 13:41;R_2S8hIc7bwjdwRTl;;;;;48,8618927;2,4506073;anonymous;EN;7;6;Avoir un suivi et du soutien et plus particulièrement des conseils ;Pas particulièrement d’inconvénient mais il faut être régulier et avoir le temps de l’utiliser ;7;6;5;3;4;3;3;4;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;4;75;49;1;19;2
7/06/20 16:29;7/06/20 16:36;0;86.201.28.145;100;444;1;7/06/20 16:36;R_1GQ4qddVSqzrmOa;;;;;43,604599;1,445098877;anonymous;EN;4;4;Les statistiques assez précises, et complète. Et il semble d’avoir un suivi plutôt complet, sans doute pour voir les progrès sur plusieurs périodes.;Le défaut de ces qualités j’imagine. Le suivi de la motivation est souvent très artificiel, et infantilisant, un suivie personnalisé mais pas personnel pour résumer.;5;5;5;1;1;4;1;1;1;5;5;5;5;5;1;1;1;1;1;5;5;4;3;3;5;4;4;4;45;45;2;29;1
8/06/20 10:41;8/06/20 10:49;0;176.57.242.116;100;481;1;8/06/20 10:49;R_264I3LD16aMWddi;;;;;49,44290161;1,100296021;anonymous;EN;7;6;Ce genre de coaching est très personnalisé et permet donc des progrès certainement plus rapides (car adaptés aux besoins). De plus, cela permet d'avoir un suivi quotidien qui évolue selon notre progression et selon nos habitudes. Cela permet également de manger plus sainement. ;"Les inconvénients sont principalement en termes de vie privée selon moi. L'application connait mon alimentation (elle a accès à mon frigo !) et donc peut me ""juger"" sur ce que je mange ou ne mange pas. De plus, cela peut être un peu intrusif, par exemple si l'application nous rappelle sans cesse de boire, d'avoir l'impression qu'on est sans arrêt surveillé sur notre bonne/mauvaise conduite en terme de nutrition et d'activité sportive. ";5;6;3;1;3;5;1;4;1;6;6;6;6;6;5;1;1;1;1;5;5;5;4;4;5;4;5;4;65;80;1;24;2
1/06/20 23:48;1/06/20 23:48;0;90.89.195.158;32;2;0;8/06/20 23:48;R_1EWJSutBfLl7XSu;;;;;;;anonymous;EN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/06/20 8:57;9/06/20 9:02;0;176.143.164.102;100;252;1;9/06/20 9:02;R_3PsCzlyTOWhChvn;;;;;43,61140442;1,336700439;anonymous;EN;7;4;"Suivi en temps réel Suivi plus professionnel Base sur des données claires et visibles ";"Trop connecté, se sentir fliqué Pas de conseils réels ";6;6;6;5;2;2;2;2;5;6;6;6;6;6;6;2;2;2;2;5;4;5;5;5;5;4;6;4;51;67;2;24;2
9/06/20 13:52;9/06/20 13:55;0;78.227.214.92;100;155;1;9/06/20 13:55;R_3MMTinlAVa38GwS;;;;;50,7144928;1,620895386;anonymous;EN;4;3;c'est pratique, surtout quand on travaille et qu'on a pas le temps d'aller dans une salle de sport ;il peut y avoir des risques concernant les données personnelles et ça ne remplacera jamais la personnalisation que peut apporter un coach humain ;1;5;2;1;1;1;1;1;1;7;7;7;3;6;1;1;1;1;1;5;5;5;4;4;1;5;5;4;20;19;2;25;2
